block,stimulus,response,score,rt,name
5,love,a,1,1779,p14
5,bad,l,1,1252,p14
5,black5,a,1,890,p14
5,happy,l,0,1084,p14
5,white5,l,1,1078,p14
5,agony,l,1,1541,p14
5,black2,a,1,897,p14
5,white4,l,1,652,p14
5,nasty,l,1,1150,p14
5,white2,l,1,933,p14
5,evil,a,0,726,p14
5,white1,l,1,1355,p14
5,hurt,l,1,1270,p14
5,black3,a,1,1083,p14
1,pleasure,a,1,1430,p15
1,bad,l,1,943,p15
1,hurt,l,1,1251,p15
1,happy,a,1,1035,p15
1,good,a,1,1610,p15
1,love,a,1,1401,p15
1,agony,l,1,1388,p15
1,evil,l,1,1518,p15
1,nasty,l,1,1290,p15
1,joy,a,1,1007,p15
2,black4,l,1,1727,p15
2,white4,a,1,1583,p15
2,white3,a,1,2124,p15
2,black3,l,1,1655,p15
2,black5,l,1,2061,p15
2,white5,a,1,1469,p15
2,black1,l,1,2531,p15
2,white1,a,1,2797,p15
2,white2,a,1,2087,p15
2,black2,l,1,1772,p15
3,black1,l,1,2608,p15
3,love,a,1,1955,p15
3,good,a,1,3389,p15
3,black4,l,1,2549,p15
3,joy,a,1,2943,p15
3,happy,a,1,1466,p15
3,white4,a,1,2304,p15
3,white5,a,1,2021,p15
3,white1,a,1,2475,p15
3,bad,a,0,1811,p15
3,agony,l,1,2682,p15
3,hurt,l,1,1807,p15
3,evil,l,1,2871,p15
3,black5,l,1,2298,p15
3,pleasure,a,1,1242,p15
3,black3,l,1,1289,p15
3,white3,a,1,3332,p15
3,nasty,l,1,1952,p15
3,black2,l,1,2411,p15
3,white2,a,1,1683,p15
4,white5,l,1,1367,p15
4,black3,a,1,1048,p15
4,black4,a,1,1224,p15
4,black5,a,1,1248,p15
4,white1,l,1,1159,p15
4,black2,a,1,1284,p15
4,white4,l,1,1393,p15
4,white2,l,1,1619,p15
4,black1,a,1,2875,p15
4,white3,l,1,1728,p15
5,white2,l,1,2174,p15
5,good,a,1,1022,p15
5,nasty,l,1,1400,p15
5,white1,l,1,1991,p15
5,hurt,l,1,1842,p15
5,black5,a,1,1193,p15
5,black3,a,1,1360,p15
5,evil,l,1,1126,p15
5,white4,l,1,1466,p15
5,black4,a,1,1482,p15
5,pleasure,a,1,1263,p15
5,joy,a,1,1181,p15
5,love,a,1,1366,p15
5,white3,l,1,1139,p15
5,happy,a,1,1143,p15
5,agony,l,1,1568,p15
5,white5,l,1,1308,p15
5,black2,a,1,1240,p15
5,bad,l,1,1216,p15
5,black1,a,1,1450,p15
1,evil,l,1,1510,p16
1,joy,a,1,673,p16
1,happy,a,1,478,p16
1,agony,l,1,533,p16
1,pleasure,a,1,472,p16
1,bad,l,1,581,p16
1,good,a,1,402,p16
1,hurt,l,1,532,p16
1,nasty,l,1,489,p16
1,love,a,1,504,p16
2,white1,a,1,1473,p16
2,black2,l,1,654,p16
2,black3,l,1,620,p16
2,white5,a,1,587,p16
2,black5,l,1,482,p16
2,black1,l,1,1178,p16
2,white2,a,1,612,p16
2,white3,a,1,671,p16
2,black4,l,1,526,p16
2,white4,a,1,545,p16
3,love,a,1,903,p16
3,white1,a,1,552,p16
3,hurt,l,1,684,p16
3,happy,a,1,615,p16
3,black4,l,1,518,p16
3,pleasure,a,1,563,p16
3,black5,l,1,495,p16
3,agony,l,1,645,p16
3,joy,a,1,525,p16
3,black3,l,1,522,p16
3,white2,a,1,592,p16
3,nasty,l,1,580,p16
3,good,a,1,507,p16
3,bad,l,1,531,p16
3,white5,a,1,552,p16
3,white3,a,1,500,p16
3,black2,l,1,410,p16
3,evil,l,1,681,p16
3,black1,l,1,578,p16
3,white4,a,1,588,p16
4,black3,a,1,1554,p16
4,black1,a,1,922,p16
4,black4,a,1,823,p16
4,white1,l,1,885,p16
4,black5,a,1,667,p16
4,white5,l,1,784,p16
4,white4,l,1,977,p16
4,white3,l,1,813,p16
4,white2,l,1,909,p16
4,black2,a,1,675,p16
5,black1,a,1,1353,p16
5,love,a,1,1210,p16
5,white4,l,1,780,p16
5,bad,l,1,900,p16
5,pleasure,a,1,1375,p16
5,white3,l,1,667,p16
5,evil,l,1,786,p16
5,black2,a,1,634,p16
5,agony,l,1,785,p16
5,good,a,1,829,p16
5,black3,a,1,717,p16
5,white5,l,1,2151,p16
5,nasty,l,1,2277,p16
5,happy,a,1,1223,p16
5,black5,a,1,678,p16
5,joy,a,1,649,p16
5,hurt,l,1,727,p16
5,white2,l,1,1008,p16
5,black4,a,1,767,p16
5,white1,l,1,928,p16
1,evil,l,1,1277,p17
1,love,a,1,1036,p17
1,happy,a,1,969,p17
1,nasty,l,1,679,p17
1,hurt,l,1,886,p17
1,good,a,1,907,p17
1,agony,l,1,696,p17
1,pleasure,a,1,670,p17
1,bad,l,1,1317,p17
1,joy,a,1,738,p17
2,white2,a,1,769,p17
2,white4,a,1,1149,p17
2,white3,a,1,703,p17
2,black5,l,1,861,p17
2,white1,a,1,837,p17
2,white5,a,1,701,p17
2,black4,l,1,675,p17
2,black2,l,1,609,p17
2,black1,l,1,930,p17
2,black3,l,1,752,p17
3,black5,l,1,885,p17
3,black4,l,1,610,p17
3,black1,l,1,596,p17
3,black2,l,1,542,p17
3,pleasure,a,1,642,p17
3,black3,l,1,786,p17
3,white1,l,0,485,p17
3,bad,l,1,996,p17
3,white2,a,1,867,p17
3,joy,a,1,860,p17
3,white4,a,1,1043,p17
3,white5,a,1,843,p17
3,hurt,l,1,682,p17
3,white3,a,1,587,p17
3,love,a,1,620,p17
3,nasty,l,1,765,p17
3,agony,l,1,641,p17
3,evil,l,1,601,p17
3,happy,a,1,586,p17
3,good,a,1,781,p17
4,white1,l,1,1489,p17
4,white4,l,1,646,p17
4,black3,a,1,949,p17
4,white3,l,1,667,p17
4,black4,a,1,705,p17
4,white2,l,1,678,p17
4,black2,a,1,684,p17
4,black5,a,1,651,p17
4,white5,l,1,666,p17
4,black1,a,1,673,p17
5,bad,a,0,1409,p17
5,white3,l,1,1346,p17
5,black4,a,1,742,p17
5,hurt,a,0,994,p17
5,joy,a,1,1987,p17
5,black1,a,1,2197,p17
5,happy,l,0,1270,p17
5,nasty,l,1,2917,p17
5,agony,l,1,1759,p17
5,evil,l,1,578,p17
5,white2,l,1,974,p17
5,black3,a,1,805,p17
5,white1,l,1,1145,p17
5,black2,a,1,621,p17
5,good,l,0,1038,p17
5,black5,a,1,964,p17
5,white5,l,1,546,p17
5,love,a,1,1093,p17
5,pleasure,a,1,540,p17
5,white4,l,1,863,p17
1,love,a,1,997,p18
1,hurt,l,1,719,p18
1,pleasure,a,1,677,p18
1,agony,l,1,701,p18
1,bad,l,1,649,p18
1,happy,a,1,536,p18
1,evil,l,1,478,p18
1,nasty,l,1,533,p18
1,good,a,1,479,p18
1,joy,a,1,561,p18
2,black4,a,0,1183,p18
2,white4,a,1,1017,p18
2,white3,a,1,595,p18
2,white1,a,1,626,p18
2,black3,l,1,549,p18
2,black5,l,1,507,p18
2,white2,a,1,607,p18
2,white5,a,1,824,p18
2,black1,l,1,575,p18
2,black2,l,1,612,p18
3,nasty,l,1,943,p18
3,black2,l,1,1356,p18
3,black1,l,1,964,p18
3,love,a,1,697,p18
3,white5,a,1,812,p18
3,bad,l,1,809,p18
3,good,a,1,624,p18
3,happy,a,1,537,p18
3,joy,a,1,550,p18
3,black4,l,1,986,p18
3,agony,l,1,725,p18
3,white1,a,1,610,p18
3,black5,l,1,556,p18
3,white3,a,1,1262,p18
3,white2,a,1,670,p18
3,white4,a,1,628,p18
3,pleasure,a,1,662,p18
3,evil,l,1,517,p18
3,black3,l,1,628,p18
3,hurt,l,1,955,p18
4,black4,a,1,529,p18
4,black3,a,1,806,p18
4,white1,l,1,904,p18
4,white5,l,1,964,p18
4,black5,a,1,534,p18
4,white3,l,1,964,p18
4,white4,l,1,590,p18
4,white2,l,1,545,p18
4,black2,a,1,509,p18
4,black1,a,1,722,p18
5,nasty,l,1,568,p18
5,agony,l,1,643,p18
5,white4,l,1,635,p18
5,black1,a,1,571,p18
5,black5,a,1,614,p18
5,white5,l,1,725,p18
5,love,a,1,874,p18
5,happy,a,1,548,p18
5,bad,l,1,648,p18
5,pleasure,a,1,583,p18
5,hurt,l,1,578,p18
5,white3,l,1,843,p18
5,good,a,1,1348,p18
5,black2,a,1,646,p18
5,white2,l,1,693,p18
5,white1,l,1,588,p18
5,black3,a,1,583,p18
5,evil,l,1,1016,p18
5,joy,a,1,547,p18
5,black4,a,1,668,p18
1,love,a,1,960,p19
1,happy,a,1,659,p19
1,bad,l,1,522,p19
1,evil,l,1,480,p19
1,pleasure,a,1,670,p19
1,hurt,l,1,669,p19
1,joy,a,1,507,p19
1,agony,l,1,617,p19
1,nasty,l,1,506,p19
1,good,a,1,347,p19
2,black3,l,1,2544,p19
2,black2,l,1,1147,p19
2,white4,a,1,840,p19
2,black5,l,1,687,p19
2,white3,a,1,1149,p19
2,white1,a,1,754,p19
2,white2,a,1,2150,p19
2,black4,l,1,703,p19
2,white5,a,1,2826,p19
2,black1,l,1,5596,p19
3,evil,l,1,12981,p19
3,white3,a,1,2000,p19
3,love,a,1,1673,p19
3,nasty,l,1,1951,p19
3,happy,a,1,769,p19
3,black5,l,1,2301,p19
3,white4,a,1,1487,p19
3,white1,a,1,1094,p19
3,agony,l,1,1877,p19
3,white2,a,1,888,p19
3,black3,l,1,729,p19
3,good,a,1,869,p19
3,bad,l,1,868,p19
3,black4,l,1,2257,p19
3,white5,a,1,894,p19
3,pleasure,a,1,726,p19
3,black1,l,1,1593,p19
3,black2,l,1,651,p19
3,joy,a,1,1204,p19
3,hurt,l,1,612,p19
4,white2,l,1,14825,p19
4,white4,l,1,1344,p19
4,black2,a,1,1373,p19
4,black1,a,1,910,p19
4,white3,l,1,1035,p19
4,black4,a,1,1322,p19
4,white5,l,1,728,p19
4,black5,a,1,1188,p19
4,white1,l,1,894,p19
4,black3,a,1,613,p19
5,hurt,l,1,3554,p19
5,white2,l,1,1921,p19
5,evil,l,1,1366,p19
5,black5,a,1,1178,p19
5,pleasure,a,1,849,p19
5,black2,a,1,2042,p19
5,nasty,l,1,1512,p19
5,white5,l,1,2334,p19
5,white1,l,1,1153,p19
5,black3,a,1,492,p19
5,love,l,0,1682,p19
5,bad,l,1,1424,p19
5,good,a,1,3114,p19
5,agony,l,1,3349,p19
5,joy,a,1,3062,p19
5,black1,a,1,1707,p19
5,white3,l,1,2041,p19
5,white4,l,1,1263,p19
5,happy,a,1,1126,p19
5,black4,a,1,752,p19
1,bad,l,1,916,p20
1,evil,l,1,928,p20
1,joy,a,1,849,p20
1,agony,l,1,798,p20
1,hurt,l,1,847,p20
1,nasty,l,1,638,p20
1,happy,a,1,614,p20
1,love,a,1,621,p20
1,pleasure,a,1,680,p20
1,good,a,1,624,p20
2,black1,l,1,2262,p20
2,black3,l,1,3436,p20
2,black2,l,1,2359,p20
2,white1,a,1,4029,p20
2,white2,a,1,3426,p20
2,black4,l,1,3096,p20
2,black5,l,1,1480,p20
2,white4,a,1,2291,p20
2,white3,a,1,1678,p20
2,white5,a,1,1904,p20
3,black1,l,1,8297,p20
3,black3,l,1,2130,p20
3,evil,l,1,3062,p20
3,white3,a,1,1594,p20
3,nasty,l,1,1712,p20
3,black4,l,1,2209,p20
3,white2,a,1,2361,p20
3,white1,a,1,1520,p20
3,pleasure,a,1,1774,p20
3,good,a,1,1175,p20
3,bad,l,1,1682,p20
3,love,a,1,964,p20
3,white5,a,1,2210,p20
3,happy,a,1,1042,p20
3,hurt,l,1,1518,p20
3,agony,l,1,1078,p20
3,black2,l,1,1572,p20
3,black5,l,1,1302,p20
3,joy,a,1,1317,p20
3,white4,a,1,1319,p20
4,white4,l,1,2212,p20
4,white5,l,1,1760,p20
4,white2,l,1,1766,p20
4,black1,a,1,1649,p20
4,black4,a,1,1151,p20
4,white3,l,1,1071,p20
4,black3,a,1,1137,p20
4,black2,a,1,1302,p20
4,black5,a,1,1099,p20
4,white1,l,1,1096,p20
5,white3,l,1,1607,p20
5,black1,a,1,940,p20
5,nasty,l,1,1164,p20
5,white1,l,1,1018,p20
5,black4,a,1,917,p20
5,hurt,l,1,1211,p20
5,evil,l,1,1057,p20
5,black2,a,1,904,p20
5,agony,l,1,862,p20
5,bad,l,1,989,p20
5,white5,l,1,1361,p20
5,good,a,1,890,p20
5,black5,a,1,819,p20
5,love,a,1,807,p20
5,happy,a,1,697,p20
5,joy,a,1,714,p20
5,pleasure,a,1,627,p20
5,black3,a,1,773,p20
5,white2,l,1,759,p20
5,white4,l,1,1258,p20
1,pleasure,a,1,2412,p21
1,good,a,1,1157,p21
1,hurt,l,1,1070,p21
1,love,a,1,935,p21
1,bad,l,1,817,p21
1,evil,l,1,955,p21
1,agony,l,1,1030,p21
1,joy,a,1,764,p21
1,nasty,l,1,843,p21
1,happy,a,1,719,p21
2,white3,a,1,1578,p21
2,white2,a,1,2005,p21
2,black2,l,1,1125,p21
2,white4,a,1,1930,p21
2,white5,a,1,1638,p21
2,black1,l,1,1261,p21
2,black4,l,1,922,p21
2,white1,a,1,1474,p21
2,black3,l,1,871,p21
2,black5,l,1,893,p21
3,happy,a,1,2131,p21
3,white2,a,1,4727,p21
3,black1,l,1,952,p21
3,black4,l,1,939,p21
3,white3,a,1,1999,p21
3,evil,l,1,1272,p21
3,agony,l,1,845,p21
3,good,a,1,613,p21
3,white1,a,1,1319,p21
3,white4,a,1,2524,p21
3,joy,a,1,845,p21
3,black5,l,1,764,p21
3,hurt,l,1,1082,p21
3,bad,l,1,816,p21
3,pleasure,a,1,729,p21
3,nasty,l,1,614,p21
3,black3,l,1,908,p21
3,love,a,1,1084,p21
3,black2,l,1,1203,p21
3,white5,a,1,1171,p21
4,white1,l,1,3797,p21
4,white3,l,1,1755,p21
4,black4,a,1,704,p21
4,black1,a,1,1395,p21
4,white4,l,1,823,p21
4,white5,l,1,863,p21
4,white2,l,1,1296,p21
4,black3,a,1,709,p21
4,black2,a,1,1048,p21
4,black5,a,1,954,p21
5,white3,l,1,2081,p21
5,bad,l,1,2438,p21
5,white1,l,1,1630,p21
5,pleasure,a,1,1469,p21
5,white4,l,1,1403,p21
5,hurt,l,1,1444,p21
5,good,a,1,876,p21
5,black5,a,1,1146,p21
5,white2,l,1,1941,p21
5,happy,a,1,856,p21
5,nasty,l,1,614,p21
5,black3,a,1,1055,p21
5,evil,l,1,1567,p21
5,agony,l,1,848,p21
5,black1,a,1,1040,p21
5,love,a,1,1961,p21
5,white5,l,1,1131,p21
5,joy,a,1,2479,p21
5,black2,a,1,1029,p21
5,black4,a,1,942,p21
1,pleasure,a,1,3074,p22
1,joy,a,1,1148,p22
1,love,a,1,1459,p22
1,good,a,1,2049,p22
1,evil,l,1,1153,p22
1,agony,l,1,1827,p22
1,happy,a,1,1004,p22
1,nasty,l,1,905,p22
1,bad,l,1,1046,p22
1,hurt,l,1,897,p22
2,black3,l,1,3415,p22
2,black2,l,1,1274,p22
2,black4,l,1,1175,p22
2,white1,a,1,875,p22
2,white2,a,1,736,p22
2,black5,l,1,644,p22
2,black1,l,1,900,p22
2,white5,a,1,1329,p22
2,white3,a,1,725,p22
2,white4,a,1,651,p22
3,black1,l,1,1802,p22
3,white4,a,1,1971,p22
3,happy,a,1,4531,p22
3,pleasure,a,1,1195,p22
3,white5,a,1,3545,p22
3,agony,l,1,2611,p22
3,white1,a,1,4186,p22
3,white3,a,1,3009,p22
3,joy,a,1,1177,p22
3,love,a,1,1467,p22
3,hurt,l,1,1137,p22
3,white2,a,1,933,p22
3,black3,l,1,1802,p22
3,nasty,l,1,939,p22
3,good,a,1,1933,p22
3,black4,a,0,1683,p22
3,black5,l,1,2023,p22
3,evil,l,1,1213,p22
3,bad,l,1,800,p22
3,black2,l,1,1130,p22
4,black2,a,1,1007,p22
4,black5,a,1,855,p22
4,white5,l,1,672,p22
4,white2,l,1,2624,p22
4,white4,l,1,1252,p22
4,white1,l,1,685,p22
4,black4,a,1,643,p22
4,black1,a,1,747,p22
4,white3,l,1,671,p22
4,black3,a,1,2503,p22
5,black5,a,1,1609,p22
5,good,a,1,1651,p22
5,nasty,l,1,1744,p22
5,pleasure,a,1,1658,p22
5,black1,a,1,1562,p22
5,agony,l,1,1291,p22
5,evil,l,1,1395,p22
5,joy,a,1,1018,p22
5,bad,l,1,732,p22
5,white4,l,1,1426,p22
5,black2,a,1,699,p22
5,white1,l,1,896,p22
5,white2,l,1,854,p22
5,hurt,l,1,841,p22
5,black3,a,1,662,p22
5,black4,a,1,583,p22
5,happy,a,1,2169,p22
5,love,a,1,698,p22
5,white5,l,1,687,p22
5,white3,l,1,783,p22
1,happy,a,1,330,p23
1,joy,a,1,255,p23
1,love,a,1,278,p23
1,hurt,a,0,269,p23
1,agony,l,1,677,p23
1,evil,l,1,523,p23
1,nasty,l,1,464,p23
1,bad,l,1,428,p23
1,good,a,1,552,p23
1,pleasure,a,1,587,p23
2,white3,a,1,9137,p23
2,black5,l,1,901,p23
2,white4,a,1,764,p23
2,black3,l,1,687,p23
2,white1,a,1,1960,p23
2,black1,l,1,896,p23
2,white5,a,1,741,p23
2,white2,a,1,937,p23
2,black4,l,1,595,p23
2,black2,l,1,680,p23
3,evil,l,1,1429,p23
3,black4,l,1,916,p23
3,love,a,1,585,p23
3,white4,a,1,620,p23
3,black1,l,1,589,p23
3,pleasure,a,1,531,p23
3,good,a,1,795,p23
3,white1,a,1,654,p23
3,white3,a,1,501,p23
3,joy,a,1,611,p23
3,agony,l,1,591,p23
3,black2,l,1,542,p23
3,happy,a,1,450,p23
3,black3,l,1,496,p23
3,white5,a,1,520,p23
3,nasty,l,1,646,p23
3,hurt,l,1,621,p23
3,black5,l,1,527,p23
3,white2,a,1,687,p23
3,bad,l,1,665,p23
4,white2,l,1,3528,p23
4,black5,a,1,1336,p23
4,black4,a,1,1089,p23
4,black2,a,1,546,p23
4,white4,l,1,587,p23
4,white5,l,1,565,p23
4,white3,l,1,640,p23
4,black3,a,1,672,p23
4,black1,a,1,650,p23
4,white1,l,1,886,p23
5,pleasure,a,1,1485,p23
5,white4,l,1,828,p23
5,white3,l,1,1610,p23
5,black5,a,1,763,p23
5,black1,a,1,758,p23
5,nasty,l,1,1050,p23
5,good,a,1,954,p23
5,joy,a,1,717,p23
5,black4,a,1,591,p23
5,white2,l,1,589,p23
5,black3,a,1,616,p23
5,happy,a,1,952,p23
5,white1,l,1,587,p23
5,love,a,1,721,p23
5,bad,l,1,906,p23
5,black2,a,1,597,p23
5,evil,l,1,841,p23
5,white5,l,1,698,p23
5,agony,l,1,999,p23
5,hurt,l,1,962,p23
1,happy,a,1,1608,p24
1,hurt,l,1,1593,p24
1,nasty,l,1,2321,p24
1,joy,a,1,823,p24
1,bad,l,1,877,p24
1,agony,l,1,966,p24
1,pleasure,a,1,1073,p24
1,evil,l,1,1215,p24
1,love,a,1,654,p24
1,good,a,1,633,p24
2,black1,l,1,5902,p24
2,black3,l,1,1406,p24
2,black4,l,1,3246,p24
2,black5,l,1,2845,p24
2,white4,a,1,2418,p24
2,white2,a,1,896,p24
2,white1,a,1,2384,p24
2,white3,l,0,1402,p24
2,black2,l,1,1187,p24
2,white5,a,1,917,p24
3,agony,l,1,1267,p24
3,black4,l,1,1723,p24
3,black2,l,1,1548,p24
3,white2,a,1,1417,p24
3,hurt,l,1,706,p24
3,black3,l,1,1399,p24
3,white3,a,1,1240,p24
3,bad,l,1,1249,p24
3,joy,a,1,873,p24
3,nasty,l,1,1235,p24
3,black1,l,1,1619,p24
3,white5,a,1,1276,p24
3,black5,l,1,1272,p24
3,white1,a,1,745,p24
3,pleasure,a,1,1294,p24
3,evil,l,1,1363,p24
3,happy,a,1,726,p24
3,love,a,1,1219,p24
3,white4,a,1,988,p24
3,good,a,1,974,p24
4,black5,a,1,2535,p24
4,white3,l,1,1323,p24
4,white2,l,1,995,p24
4,white1,l,1,1012,p24
4,black2,a,1,664,p24
4,white4,l,1,687,p24
4,black3,a,1,559,p24
4,white5,l,1,505,p24
4,black4,a,1,703,p24
4,black1,a,1,938,p24
5,black5,a,1,1068,p24
5,white5,l,1,641,p24
5,evil,a,0,987,p24
5,agony,l,1,3733,p24
5,white3,l,1,1294,p24
5,hurt,l,1,1212,p24
5,good,a,1,2224,p24
5,black3,a,1,1029,p24
5,black1,a,1,1245,p24
5,white4,l,1,837,p24
5,pleasure,a,1,1414,p24
5,nasty,l,1,926,p24
5,love,a,1,849,p24
5,happy,a,1,2291,p24
5,white2,l,1,1500,p24
5,black2,a,1,1022,p24
5,bad,l,1,998,p24
5,joy,a,1,871,p24
5,black4,a,1,886,p24
5,white1,l,1,836,p24
1,love,a,1,1033,p25
1,happy,a,1,1009,p25
1,hurt,l,1,781,p25
1,pleasure,a,1,686,p25
1,agony,l,1,772,p25
1,joy,a,1,701,p25
1,bad,l,1,833,p25
1,good,a,1,748,p25
1,nasty,l,1,664,p25
1,evil,l,1,640,p25
2,white5,a,1,2065,p25
2,white1,a,1,1252,p25
2,black5,l,1,973,p25
2,white2,a,1,1033,p25
2,black4,l,1,658,p25
2,white4,a,1,999,p25
2,black1,l,1,618,p25
2,white3,a,1,1619,p25
2,black2,l,1,731,p25
2,black3,l,1,1070,p25
3,white1,a,1,1893,p25
3,black1,l,1,779,p25
3,white2,a,1,1062,p25
3,black3,l,1,661,p25
3,black2,l,1,636,p25
3,good,a,1,1253,p25
3,happy,a,1,619,p25
3,white3,a,1,1003,p25
3,evil,l,1,613,p25
3,white4,a,1,830,p25
3,agony,l,1,734,p25
3,bad,l,1,515,p25
3,hurt,l,1,801,p25
3,black4,l,1,530,p25
3,white5,a,1,990,p25
3,black5,l,1,519,p25
3,joy,a,1,669,p25
3,pleasure,a,1,619,p25
3,nasty,l,1,564,p25
3,love,a,1,479,p25
4,white2,l,1,1759,p25
4,black4,a,1,1971,p25
4,white3,l,1,1005,p25
4,black2,a,1,1270,p25
4,black5,a,1,1629,p25
4,black1,a,1,724,p25
4,black3,a,1,656,p25
4,white5,l,1,901,p25
4,white1,l,1,998,p25
4,white4,l,1,942,p25
5,agony,l,1,1448,p25
5,joy,a,1,751,p25
5,nasty,l,1,890,p25
5,bad,l,1,969,p25
5,white3,l,1,1123,p25
5,happy,a,1,1372,p25
5,black1,a,1,2593,p25
5,good,a,1,1306,p25
5,black5,a,1,536,p25
5,love,a,1,508,p25
5,white5,l,1,746,p25
5,evil,l,1,452,p25
5,hurt,l,1,531,p25
5,white2,l,1,669,p25
5,black2,a,1,631,p25
5,pleasure,a,1,1114,p25
5,black4,a,1,623,p25
5,white4,l,1,934,p25
5,black3,a,1,508,p25
5,white1,a,0,520,p25
1,love,a,1,864,p26
1,pleasure,a,1,551,p26
1,bad,l,1,443,p26
1,hurt,l,1,443,p26
1,nasty,l,1,537,p26
1,agony,l,1,513,p26
1,evil,l,1,479,p26
1,joy,a,1,436,p26
1,good,a,1,445,p26
1,happy,a,1,434,p26
2,black5,l,1,1882,p26
2,black2,l,1,744,p26
2,white4,a,1,829,p26
2,black1,l,1,1421,p26
2,black4,l,1,956,p26
2,white2,a,1,1224,p26
2,white1,a,1,673,p26
2,black3,l,1,949,p26
2,white5,a,1,585,p26
2,white3,a,1,965,p26
3,bad,l,1,948,p26
3,black2,l,1,1966,p26
3,nasty,l,1,962,p26
3,white5,a,1,781,p26
3,white3,a,1,1071,p26
3,white1,a,1,2102,p26
3,good,a,1,963,p26
3,hurt,l,1,1269,p26
3,agony,l,1,724,p26
3,black4,l,1,1264,p26
3,black1,l,1,1167,p26
3,love,a,1,962,p26
3,evil,l,1,583,p26
3,pleasure,l,0,1112,p26
3,white4,a,1,917,p26
3,white2,a,1,1058,p26
3,black3,l,1,944,p26
3,joy,a,1,629,p26
3,happy,a,1,517,p26
3,black5,l,1,690,p26
4,white4,l,1,1337,p26
4,white3,l,1,909,p26
4,white2,l,1,801,p26
4,black4,a,1,963,p26
4,white5,l,1,1191,p26
4,black3,a,1,944,p26
4,black1,a,1,634,p26
4,black5,a,1,574,p26
4,black2,a,1,910,p26
4,white1,l,1,629,p26
5,white5,l,1,1882,p26
5,white1,l,1,744,p26
5,hurt,l,1,2146,p26
5,white2,l,1,1307,p26
5,good,a,1,931,p26
5,black1,a,1,1007,p26
5,black2,a,1,959,p26
5,joy,a,1,1256,p26
5,bad,l,1,851,p26
5,black5,a,1,881,p26
5,black4,a,1,593,p26
5,pleasure,a,1,1129,p26
5,agony,l,1,863,p26
5,evil,l,1,591,p26
5,nasty,l,1,552,p26
5,white3,l,1,1434,p26
5,black3,a,1,827,p26
5,white4,l,1,748,p26
5,happy,a,1,1527,p26
5,love,a,1,845,p26
1,love,a,1,796,p27
1,evil,l,1,843,p27
1,hurt,l,1,1231,p27
1,joy,a,1,947,p27
1,good,a,1,676,p27
1,happy,a,1,614,p27
1,agony,l,1,631,p27
1,pleasure,a,1,581,p27
1,bad,l,1,618,p27
1,nasty,l,1,571,p27
2,black3,a,0,1108,p27
2,white4,l,0,693,p27
2,white3,a,1,724,p27
2,black2,l,1,624,p27
2,black1,l,1,1204,p27
2,white2,a,1,601,p27
2,white5,a,1,811,p27
2,white1,a,1,668,p27
2,black4,l,1,619,p27
2,black5,l,1,660,p27
3,joy,a,1,838,p27
3,black2,l,1,1042,p27
3,black1,l,1,827,p27
3,happy,a,1,698,p27
3,black5,l,1,619,p27
3,black4,l,1,705,p27
3,white1,a,1,1410,p27
3,white5,a,1,751,p27
3,nasty,l,1,700,p27
3,bad,l,1,936,p27
3,white3,a,1,821,p27
3,good,a,1,774,p27
3,black3,l,1,1027,p27
3,agony,l,1,1000,p27
3,pleasure,a,1,1178,p27
3,evil,l,1,1037,p27
3,hurt,l,1,972,p27
3,white4,a,1,1102,p27
3,white2,a,1,707,p27
3,love,a,1,873,p27
4,white3,l,1,685,p27
4,black5,a,1,891,p27
4,white5,l,1,881,p27
4,white2,l,1,1143,p27
4,white4,l,1,688,p27
4,white1,l,1,737,p27
4,black4,a,1,496,p27
4,black1,a,1,747,p27
4,black2,a,1,740,p27
4,black3,a,1,747,p27
5,hurt,l,1,776,p27
5,pleasure,a,1,707,p27
5,love,a,1,640,p27
5,joy,a,1,808,p27
5,good,a,1,818,p27
5,happy,a,1,642,p27
5,evil,l,1,578,p27
5,white5,l,1,745,p27
5,black3,a,1,618,p27
5,black5,l,0,690,p27
5,nasty,l,1,1352,p27
5,black4,a,1,611,p27
5,white1,a,0,951,p27
5,black1,a,1,1215,p27
5,bad,l,1,952,p27
5,agony,l,1,764,p27
5,black2,a,1,615,p27
5,white2,l,1,708,p27
5,white4,l,1,710,p27
5,white3,l,1,725,p27
1,love,a,1,872,p28
1,hurt,l,1,734,p28
1,pleasure,a,1,760,p28
1,bad,l,1,557,p28
1,nasty,l,1,537,p28
1,happy,a,1,490,p28
1,agony,l,1,572,p28
1,joy,a,1,492,p28
1,good,a,1,444,p28
1,evil,l,1,500,p28
2,white5,a,1,4470,p28
2,white2,l,0,6146,p28
2,black1,l,1,3047,p28
2,white3,a,1,1928,p28
2,black5,l,1,1548,p28
2,black4,l,1,1119,p28
2,white4,a,1,1147,p28
2,white1,a,1,1366,p28
2,black2,l,1,942,p28
2,black3,l,1,1605,p28
3,pleasure,a,1,775,p28
3,nasty,l,1,854,p28
3,good,a,1,673,p28
3,agony,l,1,634,p28
3,bad,l,1,606,p28
3,evil,l,1,555,p28
3,white4,a,1,1515,p28
3,joy,a,1,675,p28
3,black4,l,1,1374,p28
3,happy,a,1,972,p28
3,love,l,0,606,p28
3,black3,l,1,1424,p28
3,white3,a,1,1168,p28
3,white5,a,1,1231,p28
3,hurt,l,1,794,p28
3,black2,l,1,921,p28
3,white2,a,1,912,p28
3,black5,l,1,634,p28
3,white1,a,1,871,p28
3,black1,l,1,667,p28
